ncdeq_id,id_gee,code,name,area_sq_km,year_cor,lon,lat,type,boundary,wang_id,county,facility_name,combined_owner,regulated_operation,permit_type,regulated_activity,allowable_count,number_of_lagoons,issued_date,effective_date,expiration_date,admin_region,location_lat_num,location_long_num,address_1,address_2,city,state,zip,min_sprayable_acres,max_sprayable_acres
AWS960075,X3203,NA,WAYNE,1442.581149,1995,-78.20039684,35.27940621,county,county,096_H_171,wayne,Jay Weaver Farm,Jay Weaver,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.2792,-78.2006,Corbett Hill Rd,NA,Mount Olive,NC,28365,31.949347068493154,66.17214197851072
AWS960075,X3203,30202,Neuse,15703.36,1995,-78.20039684,35.27940621,hydrology,HUC6,096_H_171,wayne,Jay Weaver Farm,Jay Weaver,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.2792,-78.2006,Corbett Hill Rd,NA,Mount Olive,NC,28365,31.949347068493154,66.17214197851072
AWS960077,X3197,NA,SAMPSON,2451.857663,1993,-78.29542317,35.27059597,county,county,NA,wayne,John Dunn Farm,John Dunn,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.271,-78.295295,188 Westbrook Church Rd,NA,Mount Olive,NC,28365,31.949347068493154,66.17214197851072
AWS960077,X3197,30202,Neuse,15703.36,1993,-78.29542317,35.27059597,hydrology,HUC6,NA,wayne,John Dunn Farm,John Dunn,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.271,-78.295295,188 Westbrook Church Rd,NA,Mount Olive,NC,28365,31.949347068493154,66.17214197851072
AWS960077,X3197,30202011403,Upper Falling Creek,108.16,1993,-78.29542317,35.27059597,hydrology,HUC12,NA,wayne,John Dunn Farm,John Dunn,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.271,-78.295295,188 Westbrook Church Rd,NA,Mount Olive,NC,28365,31.949347068493154,66.17214197851072
AWS960078,X3360,30202,Neuse,15703.36,1990,-78.19194468,35.3285132,hydrology,HUC6,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960078,X3360,NA,WAYNE,1442.581149,1990,-78.19194468,35.3285132,county,county,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960078,X3360,30202011306,Lower Mill Creek,93.85,1990,-78.19194468,35.3285132,hydrology,HUC12,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960078,X3361,NA,WAYNE,1442.581149,1986,-78.19235766,35.32746712,county,county,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960078,X3361,30202,Neuse,15703.36,1986,-78.19235766,35.32746712,hydrology,HUC6,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960078,X3361,30202011306,Lower Mill Creek,93.85,1986,-78.19235766,35.32746712,hydrology,HUC12,096_H_114,wayne,Max & Theresa Futrell,Max Futrell,Swine,Swine State COC,Swine - Feeder to Finish,2350,2,10/1/14,10/1/14,9/30/19,Washington,35.3283,-78.1931,4437 Stevens Mill Rd,NA,Goldsboro,NC,27530,26.069779726027395,53.99462973940978
AWS960079,X3327,NA,WAYNE,1442.581149,1991,-78.06688955,35.45799459,county,county,096_H_042,wayne,River Land,Daniel Lancaster,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.4578,-78.0675,321 Sheep Hill Rd,NA,Pikeville,NC,27863,31.949347068493154,66.17214197851072
AWS960079,X3327,30202011603,Dennis Branch-Little River,51.52,1991,-78.06688955,35.45799459,hydrology,HUC12,096_H_042,wayne,River Land,Daniel Lancaster,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.4578,-78.0675,321 Sheep Hill Rd,NA,Pikeville,NC,27863,31.949347068493154,66.17214197851072
AWS960079,X3327,30202,Neuse,15703.36,1991,-78.06688955,35.45799459,hydrology,HUC6,096_H_042,wayne,River Land,Daniel Lancaster,Swine,Swine State COC,Swine - Feeder to Finish,2880,1,10/1/14,10/1/14,9/30/19,Washington,35.4578,-78.0675,321 Sheep Hill Rd,NA,Pikeville,NC,27863,31.949347068493154,66.17214197851072
AWS960082,X3219,30202,Neuse,15703.36,1986,-78.09175048,35.28795039,hydrology,HUC6,096_H_181,wayne,Pat Herring Farms,Pat Herring,Swine,Swine State COC,Swine - Feeder to Finish,2670,2,10/1/14,10/1/14,9/30/19,Washington,35.2875,-78.0917,242 Burton Rd,NA,Dudley,NC,28333,29.619707178082194,61.34708995924431
