ncdeq_id,id_gee,code,name,area_sq_km,year_cor,lon,lat,type,boundary,wang_id,county,facility_name,combined_owner,regulated_operation,permit_type,regulated_activity,allowable_count,number_of_lagoons,issued_date,effective_date,expiration_date,admin_region,location_lat_num,location_long_num,address_1,address_2,city,state,zip,min_sprayable_acres,max_sprayable_acres
AWS010003,X1,NA,ALAMANCE,1125.541158,1990,-79.29907465,35.87009852,county,county,NA,alamance,Randall Lewis Farm 2,Randall Lewis,Swine,Swine State COC,Swine - Feeder to Finish,600,1,10/1/14,10/1/14,9/30/19,Winston-Salem,35.87,-79.3033,3978 Lewis Rd,NA,Snow Camp,NC,27349,6.112757729941291,13.842672786827878
AWS010003,X1,30300020505,Lower Cane Creek,74.79,1990,-79.29907465,35.87009852,hydrology,HUC12,NA,alamance,Randall Lewis Farm 2,Randall Lewis,Swine,Swine State COC,Swine - Feeder to Finish,600,1,10/1/14,10/1/14,9/30/19,Winston-Salem,35.87,-79.3033,3978 Lewis Rd,NA,Snow Camp,NC,27349,6.112757729941291,13.842672786827878
AWS010003,X1,30300,Cape Fear,23847.16,1990,-79.29907465,35.87009852,hydrology,HUC6,NA,alamance,Randall Lewis Farm 2,Randall Lewis,Swine,Swine State COC,Swine - Feeder to Finish,600,1,10/1/14,10/1/14,9/30/19,Winston-Salem,35.87,-79.3033,3978 Lewis Rd,NA,Snow Camp,NC,27349,6.112757729941291,13.842672786827878
AWS040005,X17,30401040105,Lower Brown Creek,121.54,1993,-80.06347273,35.03905988,hydrology,HUC12,004_H_088,anson,A. Dale McRae Farm,A McRae,Swine,Swine State COC,Swine - Wean to Feeder,7040,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.050361,-80.062561,3459 Dennis Rd,NA,Wadesboro,NC,28170,18.10290673972603,33.67605331645976
AWS040005,X17,30401,Upper Pee Dee,17709,1993,-80.06347273,35.03905988,hydrology,HUC6,004_H_088,anson,A. Dale McRae Farm,A McRae,Swine,Swine State COC,Swine - Wean to Feeder,7040,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.050361,-80.062561,3459 Dennis Rd,NA,Wadesboro,NC,28170,18.10290673972603,33.67605331645976
AWS040005,X17,NA,ANSON,1390.371849,1993,-80.06347273,35.03905988,county,county,004_H_088,anson,A. Dale McRae Farm,A McRae,Swine,Swine State COC,Swine - Wean to Feeder,7040,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.050361,-80.062561,3459 Dennis Rd,NA,Wadesboro,NC,28170,18.10290673972603,33.67605331645976
AWS040007,X7,NA,ANSON,1390.371849,1995,-80.10154423,34.84546916,county,county,004_H_145,anson,Gold Creek Farm,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.845508,-80.10178,656 Deep Creek Rd,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040007,X7,30402010202,South Fork Jones Creek,92.41,1995,-80.10154423,34.84546916,hydrology,HUC12,004_H_145,anson,Gold Creek Farm,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.845508,-80.10178,656 Deep Creek Rd,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040007,X7,30402,Lower Pee Dee,31148.89,1995,-80.10154423,34.84546916,hydrology,HUC6,004_H_145,anson,Gold Creek Farm,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.845508,-80.10178,656 Deep Creek Rd,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040008,X2,30401050708,Camp Branch-Rocky River,51.47,1994,-80.11651927,35.15610137,hydrology,HUC12,004_H_124,anson,Kevin Martin Farm,Kevin Martin,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.156219,-80.11625,1024 Old Hwy 52 W,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040008,X2,30401,Upper Pee Dee,17709,1994,-80.11651927,35.15610137,hydrology,HUC6,004_H_124,anson,Kevin Martin Farm,Kevin Martin,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.156219,-80.11625,1024 Old Hwy 52 W,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040008,X2,NA,ANSON,1390.371849,1994,-80.11651927,35.15610137,county,county,004_H_124,anson,Kevin Martin Farm,Kevin Martin,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,35.156219,-80.11625,1024 Old Hwy 52 W,NA,Wadesboro,NC,28170,9.133739309589043,16.991099627850147
AWS040009,X4,NA,ANSON,1390.371849,1994,-80.0249837,34.86367684,county,county,004_H_029,anson,Gold Creek Farms #2,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.863761,-80.024744,5384 Robinson Bridge Rd,NA,Morven,NC,28119,9.133739309589043,16.991099627850147
AWS040009,X4,30402,Lower Pee Dee,31148.89,1994,-80.0249837,34.86367684,hydrology,HUC6,004_H_029,anson,Gold Creek Farms #2,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.863761,-80.024744,5384 Robinson Bridge Rd,NA,Morven,NC,28119,9.133739309589043,16.991099627850147
AWS040009,X4,30402010202,South Fork Jones Creek,92.41,1994,-80.0249837,34.86367684,hydrology,HUC12,004_H_029,anson,Gold Creek Farms #2,Travis Lookabill,Swine,Swine State COC,Swine - Wean to Feeder,3552,1,10/1/14,10/1/14,9/30/19,Fayetteville,34.863761,-80.024744,5384 Robinson Bridge Rd,NA,Morven,NC,28119,9.133739309589043,16.991099627850147
AWS040011,X5,NA,ANSON,1390.371849,1986,-80.04621927,34.84918108,county,county,004_H_144,anson,Morgan Swine Farm,Ronald Morgan,Swine,Swine State COC,Swine - Farrow to Finish,200,1,12/30/14,12/30/14,9/30/19,Fayetteville,34.849783,-80.045608,833 Crawford Pond Rd,NA,Morven,NC,28119,28.213091506849317,52.483592136165115
AWS040011,X5,30402,Lower Pee Dee,31148.89,1986,-80.04621927,34.84918108,hydrology,HUC6,004_H_144,anson,Morgan Swine Farm,Ronald Morgan,Swine,Swine State COC,Swine - Farrow to Finish,200,1,12/30/14,12/30/14,9/30/19,Fayetteville,34.849783,-80.045608,833 Crawford Pond Rd,NA,Morven,NC,28119,28.213091506849317,52.483592136165115
AWS040011,X5,30402010202,South Fork Jones Creek,92.41,1986,-80.04621927,34.84918108,hydrology,HUC12,004_H_144,anson,Morgan Swine Farm,Ronald Morgan,Swine,Swine State COC,Swine - Farrow to Finish,200,1,12/30/14,12/30/14,9/30/19,Fayetteville,34.849783,-80.045608,833 Crawford Pond Rd,NA,Morven,NC,28119,28.213091506849317,52.483592136165115
AWS040030,X12,30401040205,Leak Island-Pee Dee River,86.82,1988,-80.14207246,35.13086305,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X12,30401040205,Leak Island-Pee Dee River,86.82,1988,-80.14207246,35.13086305,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X12,30401040205,Leak Island-Pee Dee River,86.82,1988,-80.14207246,35.13086305,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X14,30401,Upper Pee Dee,17709,1986,-80.13233439,35.13110279,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X14,30401,Upper Pee Dee,17709,1986,-80.13233439,35.13110279,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X14,30401,Upper Pee Dee,17709,1986,-80.13233439,35.13110279,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X12,30401,Upper Pee Dee,17709,1988,-80.14207246,35.13086305,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X12,30401,Upper Pee Dee,17709,1988,-80.14207246,35.13086305,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X12,30401,Upper Pee Dee,17709,1988,-80.14207246,35.13086305,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X14,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13233439,35.13110279,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X14,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13233439,35.13110279,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X14,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13233439,35.13110279,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X14,NA,ANSON,1390.371849,1986,-80.13233439,35.13110279,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X14,NA,ANSON,1390.371849,1986,-80.13233439,35.13110279,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X14,NA,ANSON,1390.371849,1986,-80.13233439,35.13110279,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X12,NA,ANSON,1390.371849,1988,-80.14207246,35.13086305,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X12,NA,ANSON,1390.371849,1988,-80.14207246,35.13086305,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X12,NA,ANSON,1390.371849,1988,-80.14207246,35.13086305,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X11,NA,ANSON,1390.371849,1994,-80.14391567,35.13072469,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X11,NA,ANSON,1390.371849,1994,-80.14391567,35.13072469,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X11,NA,ANSON,1390.371849,1994,-80.14391567,35.13072469,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X16,30401040105,Lower Brown Creek,121.54,1993,-80.06266606,35.05006373,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X16,30401040105,Lower Brown Creek,121.54,1993,-80.06266606,35.05006373,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X16,30401040105,Lower Brown Creek,121.54,1993,-80.06266606,35.05006373,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X13,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13806211,35.13308139,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X13,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13806211,35.13308139,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X13,30401040205,Leak Island-Pee Dee River,86.82,1986,-80.13806211,35.13308139,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X13,30401,Upper Pee Dee,17709,1986,-80.13806211,35.13308139,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X13,30401,Upper Pee Dee,17709,1986,-80.13806211,35.13308139,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X13,30401,Upper Pee Dee,17709,1986,-80.13806211,35.13308139,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X11,30401040205,Leak Island-Pee Dee River,86.82,1994,-80.14391567,35.13072469,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X11,30401040205,Leak Island-Pee Dee River,86.82,1994,-80.14391567,35.13072469,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X11,30401040205,Leak Island-Pee Dee River,86.82,1994,-80.14391567,35.13072469,hydrology,HUC12,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X15,30401,Upper Pee Dee,17709,1995,-80.13409927,35.13765334,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X15,30401,Upper Pee Dee,17709,1995,-80.13409927,35.13765334,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X15,30401,Upper Pee Dee,17709,1995,-80.13409927,35.13765334,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X16,NA,ANSON,1390.371849,1993,-80.06266606,35.05006373,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X16,NA,ANSON,1390.371849,1993,-80.06266606,35.05006373,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X16,NA,ANSON,1390.371849,1993,-80.06266606,35.05006373,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X11,30401,Upper Pee Dee,17709,1994,-80.14391567,35.13072469,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X11,30401,Upper Pee Dee,17709,1994,-80.14391567,35.13072469,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X11,30401,Upper Pee Dee,17709,1994,-80.14391567,35.13072469,hydrology,HUC6,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X15,NA,ANSON,1390.371849,1995,-80.13409927,35.13765334,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X15,NA,ANSON,1390.371849,1995,-80.13409927,35.13765334,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X15,NA,ANSON,1390.371849,1995,-80.13409927,35.13765334,county,county,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X15,30401040205,Leak Island-Pee Dee River,86.82,1995,-80.13409927,35.13765334,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X15,30401040205,Leak Island-Pee Dee River,86.82,1995,-80.13409927,35.13765334,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X15,30401040205,Leak Island-Pee Dee River,86.82,1995,-80.13409927,35.13765334,hydrology,HUC12,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X16,30401,Upper Pee Dee,17709,1993,-80.06266606,35.05006373,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X16,30401,Upper Pee Dee,17709,1993,-80.06266606,35.05006373,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X16,30401,Upper Pee Dee,17709,1993,-80.06266606,35.05006373,hydrology,HUC6,NA,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
AWS040030,X13,NA,ANSON,1390.371849,1986,-80.13806211,35.13308139,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Wean to Feeder,2000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,5.142871232876713,9.567060601266975
AWS040030,X13,NA,ANSON,1390.371849,1986,-80.13806211,35.13308139,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Feeder to Finish,2336,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,29.153779200000002,54.23351270771414
AWS040030,X13,NA,ANSON,1390.371849,1986,-80.13806211,35.13308139,county,county,004_H_122,anson,Fox Ridge Complex,Murphy-Brown LLC,Swine,Swine State COC,Swine - Farrow to Wean,4000,6,8/12/16,8/12/16,9/30/19,Fayetteville,35.134406,-80.135271,2928 Plank Rd,Sr 1621,Wadesboro,NC,28170,114.99208767123288,213.9148000408944
